bill_id,history_trace
61,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2024-02-01 >> Died at Desk.""}"
62,"{""2023-01-18 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-01-19 >> From printer. May be acted upon on or after February 18."",""2023-01-25 >> Referred to Com. on B. & F.R."",""2023-03-16 >> Withdrawn from committee. (Ayes 28. Noes 8. Page 357.)"",""2023-03-16 >> Ordered to second reading."",""2023-03-20 >> Read second time. Ordered to third reading."",""2023-03-27 >> In Assembly. Read first time. Held at Desk."",""2023-03-27 >> Read third time. Passed. (Ayes 29. Noes 8. Page 506.) Ordered to the Assembly."",""2023-03-30 >> Referred to Com. on BUDGET."",""2024-06-22 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."",""2024-06-24 >> Ordered to second reading."",""2024-06-24 >> Assembly Rule 96 suspended. (Ayes 55. Noes 14. Page 5978.)"",""2024-06-24 >> Withdrawn from committee."",""2024-06-25 >> Read second time. Ordered to third reading."",""2024-06-26 >> In Senate. Concurrence in Assembly amendments pending."",""2024-06-26 >> Read third time. Passed. (Ayes 60. Noes 14. Page 6033.) Ordered to the Senate."",""2024-06-26 >> Assembly amendments concurred in. (Ayes 31. Noes 8. Page 4778.) Ordered to engrossing and enrolling."",""2024-06-27 >> Enrolled and presented to the Governor at 11 a.m."",""2024-06-29 >> Approved by the Governor."",""2024-06-29 >> Chaptered by Secretary of State. Chapter 41, Statutes of 2024.""}"
63,"{""2023-02-15 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-16 >> From printer. May be acted upon on or after March 18."",""2023-02-22 >> Referred to Com. on RLS."",""2023-03-22 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2023-03-29 >> Re-referred to Com. on PUB S."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
64,"{""2023-02-17 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-21 >> From printer. May be acted upon on or after March 20."",""2023-03-01 >> Referred to Com. on JUD."",""2023-04-14 >> Set for hearing April 25."",""2023-04-17 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."",""2023-04-20 >> April 25 set for first hearing canceled at the request of author."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
65,"{""2023-01-09 >> Read first time. To print."",""2023-01-10 >> From printer. May be heard in committee February 9."",""2023-01-26 >> Referred to Com. on BUDGET."",""2023-02-01 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on BUDGET. Read second time and amended."",""2023-02-02 >> Re-referred to Com. on BUDGET."",""2023-03-20 >> Withdrawn from committee."",""2023-03-20 >> Assembly Rule 96 suspended. (Ayes 61. Noes 17. Page 732.)"",""2023-03-20 >> Ordered to second reading."",""2023-03-21 >> Read second time. Ordered to third reading."",""2023-03-23 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 14. Page 858.)"",""2023-03-23 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-04-12 >> Referred to Com. on B. & F.R."",""2024-06-19 >> In committee: Hearing postponed by committee."",""2024-06-20 >> In committee: Hearing postponed by committee."",""2024-06-24 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."",""2024-06-26 >> Read second time. Ordered to third reading."",""2024-06-26 >> From committee: Do pass. (Ayes 13. Noes 5.) (June 26)."",""2024-07-01 >> Re-referred to Com. on B. & F.R.""}"
66,"{""2023-01-10 >> Introduced. Read first time. Referred to Com. on B. & F.R."",""2023-01-10 >> To print."",""2023-01-11 >> From printer."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
67,"{""2023-02-13 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-14 >> From printer. May be acted upon on or after March 16."",""2023-02-22 >> Referred to Com. on PUB S."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
68,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-09 >> Referred to Com. on P.E. & R."",""2023-03-13 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."",""2023-03-14 >> Re-referred to Com. on P.E. & R."",""2023-04-20 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
69,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-03-09 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."",""2023-03-09 >> Referred to Com. on HEALTH."",""2023-03-13 >> Re-referred to Com. on HEALTH."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
70,"{""2023-02-02 >> Read first time. To print."",""2023-02-03 >> From printer. May be heard in committee March 5."",""2023-02-09 >> Referred to Com. on W., P., & W."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
71,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-16 >> Referred to Com. on W., P., & W."",""2023-03-16 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on W., P., & W. Read second time and amended."",""2023-03-20 >> Re-referred to Com. on W., P., & W."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
72,"{""2023-01-18 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-01-19 >> From printer. May be acted upon on or after February 18."",""2023-01-25 >> Referred to Com. on B. & F.R."",""2023-03-16 >> Withdrawn from committee. (Ayes 28. Noes 8. Page 357.)"",""2023-03-16 >> Ordered to second reading."",""2023-03-20 >> Read second time. Ordered to third reading."",""2023-03-27 >> In Assembly. Read first time. Held at Desk."",""2023-03-27 >> Read third time. Passed. (Ayes 29. Noes 8. Page 522.) Ordered to the Assembly."",""2023-03-30 >> Referred to Com. on BUDGET.""}"
73,"{""2023-01-09 >> Read first time. To print."",""2023-01-10 >> From printer. May be heard in committee February 9."",""2023-01-26 >> Referred to Com. on BUDGET."",""2023-02-01 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on BUDGET. Read second time and amended."",""2023-02-02 >> Re-referred to Com. on BUDGET."",""2023-03-20 >> Withdrawn from committee."",""2023-03-20 >> Assembly Rule 96 suspended. (Ayes 61. Noes 17. Page 732.)"",""2023-03-20 >> Ordered to second reading."",""2023-03-21 >> Read second time. Ordered to third reading."",""2023-03-23 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 14. Page 875.)"",""2023-03-23 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-04-12 >> Referred to Com. on B. & F.R.""}"
74,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2024-02-01 >> Died at Desk.""}"
75,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-09 >> Referred to Coms. on NAT. RES. and U. & E."",""2023-04-13 >> In committee: Hearing postponed by committee."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
76,"{""2023-02-15 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-16 >> From printer. May be acted upon on or after March 18."",""2023-02-22 >> Referred to Com. on RLS."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
77,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-09 >> Referred to Com. on HIGHER ED."",""2023-03-09 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on HIGHER ED. Read second time and amended."",""2023-03-13 >> Re-referred to Com. on HIGHER ED."",""2023-04-25 >> In committee: Hearing postponed by committee."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
78,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-09 >> Referred to Com. on PUB. S."",""2023-04-04 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
79,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2024-02-01 >> Died at Desk.""}"
80,"{""2023-01-18 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-01-19 >> From printer. May be acted upon on or after February 18."",""2023-01-25 >> Referred to Com. on B. & F.R."",""2023-03-16 >> Ordered to second reading."",""2023-03-16 >> Withdrawn from committee. (Ayes 28. Noes 8. Page 357.)"",""2023-03-20 >> Read second time. Ordered to third reading."",""2023-03-27 >> In Assembly. Read first time. Held at Desk."",""2023-03-27 >> Read third time. Passed. (Ayes 29. Noes 8. Page 524.) Ordered to the Assembly."",""2023-03-30 >> Referred to Com. on BUDGET.""}"
81,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2024-02-01 >> Died at Desk.""}"
82,"{""2023-01-09 >> Read first time. To print."",""2023-01-10 >> From printer. May be heard in committee February 9."",""2023-01-26 >> Referred to Com. on BUDGET."",""2023-02-01 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on BUDGET. Read second time and amended."",""2023-02-02 >> Re-referred to Com. on BUDGET."",""2023-03-20 >> Ordered to second reading."",""2023-03-20 >> Assembly Rule 96 suspended. (Ayes 61. Noes 17. Page 732.)"",""2023-03-20 >> Withdrawn from committee."",""2023-03-21 >> Read second time. Ordered to third reading."",""2023-03-23 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 14. Page 869.)"",""2023-03-23 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-04-12 >> Referred to Com. on B. & F.R."",""2024-08-14 >> In committee: Hearing postponed by committee."",""2024-08-15 >> Joint Rule 61 suspended. (Ayes 30. Noes 9.)"",""2024-08-22 >> (Ayes 24. Noes 9.)"",""2024-08-22 >> Senate rules suspended."",""2024-08-26 >> In committee: Hearing postponed by committee.""}"
83,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2024-02-01 >> Died at Desk.""}"
84,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2024-02-01 >> Died at Desk.""}"
85,"{""2023-01-25 >> Read first time. To print."",""2023-01-26 >> From printer. May be heard in committee February 25."",""2023-02-02 >> Referred to Com. on REV. & TAX."",""2023-03-14 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
86,"{""2023-02-06 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-07 >> From printer. May be acted upon on or after March 9."",""2023-02-15 >> Referred to Com. on GOV. & F."",""2024-02-01 >> Returned to Secretary of Senate pursuant to Joint Rule 56.""}"
87,"{""2023-01-18 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-01-19 >> From printer. May be acted upon on or after February 18."",""2023-01-25 >> Referred to Com. on B. & F.R."",""2023-03-16 >> Withdrawn from committee. (Ayes 28. Noes 8. Page 357.)"",""2023-03-16 >> Ordered to second reading."",""2023-03-20 >> Read second time. Ordered to third reading."",""2023-03-27 >> In Assembly. Read first time. Held at Desk."",""2023-03-27 >> Read third time. Passed. (Ayes 29. Noes 8. Page 517.) Ordered to the Assembly."",""2023-03-30 >> Referred to Com. on BUDGET.""}"
88,"{""2023-01-09 >> Read first time. To print."",""2023-01-10 >> From printer. May be heard in committee February 9."",""2023-01-26 >> Referred to Com. on BUDGET."",""2023-02-01 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on BUDGET. Read second time and amended."",""2023-02-02 >> Re-referred to Com. on BUDGET."",""2023-03-20 >> Ordered to second reading."",""2023-03-20 >> Assembly Rule 96 suspended. (Ayes 61. Noes 17. Page 732.)"",""2023-03-20 >> Withdrawn from committee."",""2023-03-21 >> Read second time. Ordered to third reading."",""2023-03-23 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-03-23 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 14. Page 871.)"",""2023-04-12 >> Referred to Com. on B. & F.R.""}"
89,"{""2023-02-13 >> Read first time. To print."",""2023-02-14 >> From printer. May be heard in committee March 16."",""2023-03-09 >> Referred to Coms. on U. & E. and NAT. RES."",""2023-03-09 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."",""2023-03-13 >> Re-referred to Com. on U. & E."",""2023-04-11 >> In committee: Hearing postponed by committee."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
90,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-09 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."",""2023-03-09 >> Referred to Com. on TRANS."",""2023-03-13 >> Re-referred to Com. on TRANS."",""2023-03-23 >> In committee: Hearing postponed by committee."",""2023-04-13 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-01-31 >> Died pursuant to Art. IV, Sec. 10(c) of the Constitution."",""2024-02-01 >> From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.""}"
91,"{""2023-01-18 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-01-19 >> From printer. May be acted upon on or after February 18."",""2023-01-25 >> Referred to Com. on B. & F.R."",""2023-03-16 >> Withdrawn from committee. (Ayes 28. Noes 8. Page 357.)"",""2023-03-16 >> Ordered to second reading."",""2023-03-20 >> Read second time. Ordered to third reading."",""2023-03-27 >> In Assembly. Read first time. Held at Desk."",""2023-03-27 >> Read third time. Passed. (Ayes 29. Noes 8. Page 512.) Ordered to the Assembly."",""2023-03-30 >> Referred to Com. on BUDGET.""}"
